RECPTCL_FID;MAILITM_FID;EVENT_TYPE_NM;date;établissement_postal;EVENT_TYPE_CD;next_établissement_postal
ATVIEBDZALGBACN40144001000188;CA029996233AT                      ;Livraison d'envoi (Ent);2024-12-28 08:35:29.440;BAB EZZOUAR EL ALIA;37;
ATVIEBDZALGBACN40094002000132;CA030007413AT;Expédition d'envoi é l'étranger (EDI-reéu);2024-08-14 16:20:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-08-18 08:58:46.103;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Expédier envoi é adresse nationale (Ent);2024-08-18 09:09:45.873;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Expédier envoi é adresse nationale (Ent);2024-08-18 11:52:41.657;ALGER COLIS POSTAUX;35;CDD TIPAZA
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-08-19 10:44:37.327;CDD TIPAZA;32;
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Expédier envoi é adresse nationale (Srt);2024-08-19 10:47:33.833;CDD TIPAZA;2;BOUSMAIL
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-08-20 07:46:42.207;BOUSMAIL;32;
ATVIEBDZALGBACN40094002000132;CA030007413AT                      ;Livraison d'envoi (Ent);2024-09-12 10:41:24.993;BOUSMAIL;37;
ATVIEBDZALGBACN40097003100048;CA030007577AT;Expédition d'envoi é l'étranger (EDI-reéu);2024-08-23 16:20:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-08-27 09:35:16.563;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Expédier envoi é adresse nationale (Ent);2024-08-27 09:40:05.320;ALGER COLIS POSTAUX;35;VISITE DOUANE CPX ALGER
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Expédier envoi é adresse nationale (Ent);2024-08-28 09:05:51.490;ALGER COLIS POSTAUX;35;DERGANA
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-08-29 09:24:36.027;DERGANA;32;
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Transmettre envoi é l'agent de livraison (Ent);2024-08-29 09:26:49.723;DERGANA;39;
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Vaine tentative de livraison d'envoi (Ent);2024-08-29 09:27:04.000;DERGANA;36;
ATVIEBDZALGBACN40097003100048;CA030007577AT                      ;Vaine tentative de livraison d'envoi (Ent);2024-08-29 09:40:24.170;DERGANA;36;
ATVIEBDZALGBACN40131001100034;CA030018138AT;Expédition d'envoi é l'étranger (EDI-reéu);2024-11-11 15:15:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-11-16 08:36:29.880;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Expédier envoi é adresse nationale (Ent);2024-11-16 10:25:59.810;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Expédier envoi é adresse nationale (Ent);2024-11-16 11:11:52.453;ALGER COLIS POSTAUX;35;CDD TIPAZA
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-11-17 08:25:53.893;CDD TIPAZA;32;
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Expédier envoi é adresse nationale (Srt);2024-11-17 08:30:02.153;CDD TIPAZA;2;BOUSMAIL
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-11-19 08:34:47.043;BOUSMAIL;32;
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Vaine tentative de livraison d'envoi (Ent);2024-11-19 08:36:08.743;BOUSMAIL;36;
ATVIEBDZALGBACN40131001100034;CA030018138AT                      ;Livraison d'envoi (Ent);2024-11-24 11:33:56.680;BOUSMAIL;37;
ATVIEBDZALGBACN50036006100032;CA030032829AT;Expédition d'envoi é l'étranger (EDI-reéu);2025-03-19 15:15:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN30024001100042;CA030954258AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-02 09:25:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-03-12 09:45:23.853;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Expédier envoi é adresse nationale (Ent);2023-03-12 10:46:29.227;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Expédier envoi é adresse nationale (Ent);2023-03-12 11:09:02.040;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Enregistrer détails d'envoi au bureau d'échange (Srt);2023-03-13 13:22:05.750;CONSTANTINE COLIS POSTAUX;11;
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-13 13:46:29.780;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Expédier envoi é adresse nationale (Srt);2023-03-13 13:46:42.220;CONSTANTINE COLIS POSTAUX;2;KHAROUB MASSINISSA
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-14 09:59:35.790;KHAROUB MASSINISSA;32;
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-03-14 10:01:01.840;KHAROUB MASSINISSA;36;
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-03-14 10:01:33.720;KHAROUB MASSINISSA;39;
ATVIEBDZALGBACN30024001100042;CA030954258AT                      ;Livraison d'envoi (Ent);2023-03-14 14:47:00.923;KHAROUB MASSINISSA;37;
ATVIEBDZALGBACN30042004100173;CA030957930AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-05 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-04-10 09:22:36.287;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-10 10:31:50.080;ALGER COLIS POSTAUX;35;VISITE DOUANE CPX ALGER
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-10 10:54:16.510;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-10 12:52:39.537;ALGER COLIS POSTAUX;35;CDD TIPAZA
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-11 10:09:23.407;CDD TIPAZA;32;
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Expédier envoi é adresse nationale (Srt);2023-04-11 10:09:45.190;CDD TIPAZA;2;BOUSMAIL
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-12 09:31:42.897;BOUSMAIL;32;
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-04-12 09:32:18.533;BOUSMAIL;36;
ATVIEBDZALGBACN30042004100173;CA030957930AT                      ;Livraison d'envoi (Ent);2023-04-13 10:32:20.690;BOUSMAIL;37;
ATVIEBDZALGBBCN30031002100110;CA030962002AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-12 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-05-20 08:51:33.497;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-21 07:32:04.210;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-21 09:19:59.150;ALGER COLIS POSTAUX;35;CDD TIPAZA
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-22 09:57:24.850;CDD TIPAZA;32;
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Expédier envoi é adresse nationale (Srt);2023-05-22 09:59:34.347;CDD TIPAZA;2;BOUSMAIL
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-23 08:56:01.727;BOUSMAIL;32;
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-05-23 08:56:50.900;BOUSMAIL;36;
ATVIEBDZALGBBCN30031002100110;CA030962002AT                      ;Livraison d'envoi (Ent);2023-05-24 11:45:47.937;BOUSMAIL;37;
ATVIEBDZALGBACN40012002100079;CA030991560AT;Expédition d'envoi é l'étranger (EDI-reéu);2024-01-29 18:40:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-02-10 13:20:30.543;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Expédier envoi é adresse nationale (Ent);2024-02-10 13:26:07.123;ALGER COLIS POSTAUX;35;VISITE DOUANE CPX ALGER
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Expédier envoi é adresse nationale (Ent);2024-02-11 13:26:12.830;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Expédier envoi é adresse nationale (Ent);2024-02-12 08:01:43.127;ALGER COLIS POSTAUX;35;CDD TIPAZA
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-02-13 10:57:27.760;CDD TIPAZA;32;
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Expédier envoi é adresse nationale (Srt);2024-02-13 10:59:31.037;CDD TIPAZA;2;TIPAZA RP
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-02-13 11:11:30.867;CDD TIPAZA;32;
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Expédier envoi é adresse nationale (Srt);2024-02-13 11:12:20.883;CDD TIPAZA;2;BOUSMAIL
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-02-14 08:10:38.777;BOUSMAIL;32;
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Vaine tentative de livraison d'envoi (Ent);2024-02-14 08:10:49.620;BOUSMAIL;36;
ATVIEBDZALGBACN40012002100079;CA030991560AT                      ;Livraison d'envoi (Ent);2024-02-15 06:48:25.390;BOUSMAIL;37;
ATVIEBDZALGBACN40029006000086;CA030993764AT;Expédition d'envoi é l'étranger (EDI-reéu);2024-03-08 18:40:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-03-17 09:50:57.203;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Expédier envoi é adresse nationale (Ent);2024-03-19 10:15:04.823;ALGER COLIS POSTAUX;35;CDD TIPAZA
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-03-20 08:37:59.693;CDD TIPAZA;32;
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Expédier envoi é adresse nationale (Srt);2024-03-20 08:38:56.687;CDD TIPAZA;2;BOUSMAIL
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-03-21 08:04:58.247;BOUSMAIL;32;
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Vaine tentative de livraison d'envoi (Ent);2024-03-21 08:05:10.313;BOUSMAIL;36;
ATVIEBDZALGBACN40029006000086;CA030993764AT                      ;Livraison d'envoi (Ent);2024-03-25 11:09:15.173;BOUSMAIL;37;
ATVIEBDZALGBACN30068001100028;CA031297116AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-21 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-07-06 09:18:15.247;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 09:34:05.790;ALGER COLIS POSTAUX;35;AVION CPX ALGER
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 09:45:26.320;ALGER COLIS POSTAUX;35;ORAN COLIS POSTAUX
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-09 10:24:03.323;ORAN COLIS POSTAUX;32;
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Expédier envoi é adresse nationale (Srt);2023-07-09 10:37:17.377;ORAN COLIS POSTAUX;2;CDD MASCARA
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-10 11:39:48.080;CDD MASCARA;32;
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Expédier envoi é adresse nationale (Srt);2023-07-10 11:40:07.473;CDD MASCARA;2;MASCARA RP
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-11 11:17:00.000;MASCARA RP;32;
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-07-11 11:28:13.033;MASCARA RP;39;
ATVIEBDZALGBACN30068001100028;CA031297116AT                      ;Livraison d'envoi (Ent);2023-07-12 09:05:30.767;MASCARA RP;37;
ATVIEBDZALGBACN30002006100057;CA033324707AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-01-03 09:25:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-01-16 10:35:15.973;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Expédier envoi é adresse nationale (Ent);2023-01-16 10:55:17.620;ALGER COLIS POSTAUX;35;AVION CPX ALGER
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Expédier envoi é adresse nationale (Ent);2023-01-16 11:12:39.720;ALGER COLIS POSTAUX;35;ORAN COLIS POSTAUX
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-18 08:55:21.423;ORAN COLIS POSTAUX;32;
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Expédier envoi é adresse nationale (Srt);2023-01-18 09:40:10.953;ORAN COLIS POSTAUX;2;CDD MOSTAGHANEM
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-19 10:35:14.103;CDD MOSTAGHANEM;32;
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Expédier envoi é adresse nationale (Srt);2023-01-19 11:14:21.440;CDD MOSTAGHANEM;2;MOSTAGHANEM RP
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-01-21 08:39:39.247;MOSTAGHANEM RP;36;
ATVIEBDZALGBACN30002006100057;CA033324707AT                      ;Livraison d'envoi (Ent);2023-01-21 15:45:52.617;MOSTAGHANEM RP;37;
ATVIEBDZALGBBCN30001004000161;CA033326155AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-01-05 09:25:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-01-16 08:47:11.267;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Expédier envoi é adresse nationale (Ent);2023-01-16 10:57:40.203;ALGER COLIS POSTAUX;35;AVION CPX ALGER
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Expédier envoi é adresse nationale (Ent);2023-01-16 11:08:00.063;ALGER COLIS POSTAUX;35;ORAN COLIS POSTAUX
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-18 08:53:48.433;ORAN COLIS POSTAUX;32;
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Expédier envoi é adresse nationale (Srt);2023-01-18 09:45:17.273;ORAN COLIS POSTAUX;2;CDD SIDI BELABES
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-19 08:10:43.457;CDD SIDI BELABES;32;
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-01-19 08:13:34.377;CDD SIDI BELABES;36;
ATVIEBDZALGBBCN30001004000161;CA033326155AT                      ;Livraison d'envoi (Ent);2023-01-19 11:38:55.203;CDD SIDI BELABES;37;
ATVIEBDZALGBBCN30003007000078;CA033327500AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-01-19 09:25:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-01-23 08:12:20.407;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Expédier envoi é adresse nationale (Ent);2023-01-23 08:53:41.350;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Expédier envoi é adresse nationale (Ent);2023-01-23 09:31:03.953;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-25 13:09:01.280;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Enregistrer détails d'envoi au bureau d'échange (Srt);2023-01-25 13:12:24.523;CONSTANTINE COLIS POSTAUX;11;
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Expédier envoi é adresse nationale (Srt);2023-01-25 13:12:57.170;CONSTANTINE COLIS POSTAUX;2;CDD OUM EL BOUAGHI
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-26 09:46:55.617;CDD OUM EL BOUAGHI;32;
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Expédier envoi é adresse nationale (Srt);2023-01-26 09:48:36.220;CDD OUM EL BOUAGHI;2;CDD AIN MILILA
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-01-28 11:10:05.770;CDD AIN MILILA;32;
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-01-28 11:11:02.950;CDD AIN MILILA;39;
ATVIEBDZALGBBCN30003007000078;CA033327500AT                      ;Livraison d'envoi (Ent);2023-01-28 12:38:34.067;CDD AIN MILILA;37;
ATVIEBDZALGBACN30043005100126;CA033331265AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-07 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-04-10 09:05:20.013;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-10 10:36:40.863;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-10 11:39:11.983;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Expédier envoi é adresse nationale (Srt);2023-04-13 12:10:20.120;CONSTANTINE COLIS POSTAUX;2;CDD OUM EL BOUAGHI
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-17 11:41:36.653;CDD OUM EL BOUAGHI;32;
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Expédier envoi é adresse nationale (Srt);2023-04-17 11:42:04.437;CDD OUM EL BOUAGHI;2;CDD AIN MILILA
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-18 11:08:38.647;CDD AIN MILILA;32;
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-04-18 11:09:04.117;CDD AIN MILILA;39;
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-04-18 11:10:05.113;CDD AIN MILILA;39;
ATVIEBDZALGBACN30043005100126;CA033331265AT                      ;Livraison d'envoi (Ent);2023-04-18 13:07:56.140;CDD AIN MILILA;37;
ATVIEBDZALGBBCN30033005100099;CA033331835AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-17 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-05-21 09:44:03.473;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-21 10:50:25.610;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-21 11:29:46.183;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-25 08:48:55.690;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Enregistrer détails d'envoi au bureau d'échange (Srt);2023-05-25 09:31:55.147;CONSTANTINE COLIS POSTAUX;11;
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Expédier envoi é adresse nationale (Srt);2023-05-25 10:18:48.210;CONSTANTINE COLIS POSTAUX;2;CDD OUM EL BOUAGHI
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 09:30:29.253;CDD OUM EL BOUAGHI;32;
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Expédier envoi é adresse nationale (Srt);2023-05-27 09:37:32.217;CDD OUM EL BOUAGHI;2;CDD AIN MILILA
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-28 12:46:07.080;CDD AIN MILILA;32;
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-05-28 12:46:21.990;CDD AIN MILILA;39;
ATVIEBDZALGBBCN30033005100099;CA033331835AT                      ;Livraison d'envoi (Ent);2023-05-29 10:35:58.123;CDD AIN MILILA;37;
ATVIEBDZALGBBCN30047002100138;CA033346486AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-19 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-07-06 08:42:37.687;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 09:40:33.967;ALGER COLIS POSTAUX;35;VISITE DOUANE CPX ALGER
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 12:05:27.100;ALGER COLIS POSTAUX;35;BIRKHADEM
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-08 06:47:45.193;BIRKHADEM;32;
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-07-08 06:47:57.247;BIRKHADEM;36;
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-07-08 06:48:05.607;BIRKHADEM;39;
ATVIEBDZALGBBCN30047002100138;CA033346486AT                      ;Livraison d'envoi (Ent);2023-07-08 13:04:02.603;BIRKHADEM;37;
ATVIEBDZALGBACN30077001000120;CA033348558AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-10 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30077001000120;CA033348558AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-07-15 10:16:08.650;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30077001000120;CA033348558AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-17 09:14:12.743;ALGER COLIS POSTAUX;35;HUSSEIN DEY RP
ATVIEBDZALGBACN30136001000038;CA033353632AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-08 18:40:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-11-13 09:21:28.797;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Expédier envoi é adresse nationale (Ent);2023-11-13 09:38:24.267;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Expédier envoi é adresse nationale (Ent);2023-11-13 10:15:58.617;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-11-15 07:46:05.017;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Expédier envoi é adresse nationale (Srt);2023-11-15 08:48:42.377;CONSTANTINE COLIS POSTAUX;2;CDD OUM EL BOUAGHI
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-11-18 09:13:08.023;CDD OUM EL BOUAGHI;32;
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Expédier envoi é adresse nationale (Srt);2023-11-18 09:18:36.190;CDD OUM EL BOUAGHI;2;CDD AIN MILILA
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-11-19 12:50:45.563;CDD AIN MILILA;32;
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-11-19 12:51:41.977;CDD AIN MILILA;39;
ATVIEBDZALGBACN30136001000038;CA033353632AT                      ;Livraison d'envoi (Ent);2023-11-20 08:19:13.043;CDD AIN MILILA;37;
